train,val
TCGA-AJ-A3EK,TCGA-BK-A26L
TCGA-AJ-A3EL,TCGA-BK-A4ZD
TCGA-AJ-A3EM,TCGA-BS-A0TA
TCGA-AJ-A3I9,TCGA-BS-A0TC
TCGA-AJ-A3IA,TCGA-BS-A0TG
TCGA-AJ-A3NC,TCGA-BS-A0U5
TCGA-AJ-A3NE,TCGA-D1-A0ZN
TCGA-AJ-A3NF,TCGA-D1-A0ZP
TCGA-AJ-A3NH,TCGA-D1-A102
TCGA-AJ-A3OJ,TCGA-D1-A15W
TCGA-AJ-A3OK,TCGA-D1-A15Z
TCGA-AJ-A3OL,TCGA-D1-A160
TCGA-AJ-A3QS,TCGA-D1-A167
TCGA-AJ-A3TW,TCGA-D1-A169
TCGA-AJ-A5DW,TCGA-D1-A16F
TCGA-AJ-A6NU,TCGA-D1-A16V
TCGA-AJ-A8CV,TCGA-D1-A16Y
TCGA-AJ-A8CW,TCGA-D1-A17D
TCGA-AP-A051,TCGA-D1-A17L
TCGA-AP-A052,TCGA-D1-A17M
TCGA-AP-A054,TCGA-D1-A17N
TCGA-AP-A056,TCGA-D1-A17S
TCGA-AP-A05D,TCGA-D1-A17U
TCGA-AP-A05H,TCGA-D1-A1O7
TCGA-AP-A05N,TCGA-D1-A2G6
TCGA-AP-A05O,TCGA-D1-A3DG
TCGA-AP-A05P,TCGA-DF-A2KU
TCGA-AP-A0L8,TCGA-DI-A2QY
TCGA-AP-A0L9,TCGA-E6-A1LZ
TCGA-AP-A0LD,TCGA-E6-A8L9
TCGA-AP-A0LE,TCGA-EO-A22Y
TCGA-AP-A0LG,TCGA-EO-A3KX
TCGA-AP-A0LH,TCGA-EY-A1GV
TCGA-AP-A0LJ,TCGA-EY-A210
TCGA-AP-A0LL,TCGA-EY-A2OQ
TCGA-AP-A0LO,TCGA-EY-A3QX
TCGA-AP-A0LP,TCGA-EY-A4KR
TCGA-AP-A0LS,TCGA-EY-A547
TCGA-AP-A0LT,TCGA-FI-A2D5
TCGA-AP-A0LV,TCGA-FI-A2EW
TCGA-AP-A1DH,TCGA-FI-A2F9
TCGA-AP-A1DK,TCGA-FI-A3PX
TCGA-AP-A1DM,TCGA-JU-AAVI
TCGA-AP-A1DO,TCGA-PG-A916
TCGA-AP-A1DP,TCGA-QS-A5YQ
TCGA-AP-A1DQ,TCGA-SJ-A6ZI
TCGA-AP-A1DR,TCGA-SL-A6JA
TCGA-AP-A1DV,
TCGA-AP-A1E0,
TCGA-AP-A1E3,
TCGA-AP-A1E4,
TCGA-AP-A3K1,
TCGA-AP-A5FX,
TCGA-AW-A1PO,
TCGA-AX-A05S,
TCGA-AX-A05T,
TCGA-AX-A05U,
TCGA-AX-A05Y,
TCGA-AX-A05Z,
TCGA-AX-A060,
TCGA-AX-A063,
TCGA-AX-A064,
TCGA-AX-A06B,
TCGA-AX-A06F,
TCGA-AX-A06L,
TCGA-AX-A0IU,
TCGA-AX-A0IW,
TCGA-AX-A0IZ,
TCGA-AX-A0J0,
TCGA-AX-A0J1,
TCGA-AX-A1C4,
TCGA-AX-A1C5,
TCGA-AX-A1C7,
TCGA-AX-A1C8,
TCGA-AX-A1CA,
TCGA-AX-A1CE,
TCGA-AX-A1CF,
TCGA-AX-A1CI,
TCGA-AX-A1CJ,
TCGA-AX-A1CK,
TCGA-AX-A1CN,
TCGA-AX-A2IN,
TCGA-AX-A2IO,
TCGA-B5-A0JS,
TCGA-B5-A0JT,
TCGA-B5-A0JU,
TCGA-B5-A0JV,
TCGA-B5-A0JY,
TCGA-B5-A0JZ,
TCGA-B5-A0K1,
TCGA-B5-A0K2,
TCGA-B5-A0K3,
TCGA-B5-A0K4,
TCGA-B5-A0K7,
TCGA-B5-A0K8,
TCGA-B5-A0K9,
TCGA-B5-A11E,
TCGA-B5-A11F,
TCGA-B5-A11G,
TCGA-B5-A11H,
TCGA-B5-A11I,
TCGA-B5-A11J,
TCGA-B5-A11L,
TCGA-B5-A11M,
TCGA-B5-A11N,
TCGA-B5-A11U,
TCGA-B5-A11V,
TCGA-B5-A11W,
TCGA-B5-A11X,
TCGA-B5-A11Y,
TCGA-B5-A11Z,
TCGA-B5-A121,
TCGA-B5-A1MR,
TCGA-B5-A1MS,
TCGA-B5-A1MV,
TCGA-B5-A1MW,
TCGA-B5-A1MX,
TCGA-B5-A1MZ,
TCGA-B5-A3F9,
TCGA-B5-A3FA,
TCGA-B5-A3FB,
TCGA-B5-A3FC,
TCGA-B5-A3FH,
TCGA-B5-A5OC,
TCGA-B5-A5OD,
TCGA-BG-A0LW,
TCGA-BG-A0LX,
TCGA-BG-A0M0,
TCGA-BG-A0M2,
TCGA-BG-A0M3,
TCGA-BG-A0M4,
TCGA-BG-A0M6,
TCGA-BG-A0M7,
TCGA-BG-A0M9,
TCGA-BG-A0MA,
TCGA-BG-A0MC,
TCGA-BG-A0MG,
TCGA-BG-A0MI,
TCGA-BG-A0MO,
TCGA-BG-A0MQ,
TCGA-BG-A0MT,
TCGA-BG-A0MU,
TCGA-BG-A0VT,
TCGA-BG-A0VV,
TCGA-BG-A0VW,
TCGA-BG-A0VX,
TCGA-BG-A0VZ,
TCGA-BG-A0W2,
TCGA-BG-A0YV,
TCGA-BG-A186,
TCGA-BG-A187,
TCGA-BG-A18A,
TCGA-BG-A18B,
TCGA-BG-A18C,
TCGA-BG-A222,
TCGA-BG-A2L7,
TCGA-BG-A3EW,
TCGA-BG-A3PP,
TCGA-BK-A0C9,
TCGA-BK-A0CB,
TCGA-BK-A139,
TCGA-BK-A13B,
TCGA-BK-A13C,
TCGA-BK-A56F,
TCGA-BK-A6W3,
TCGA-BK-A6W4,
TCGA-BS-A0T9,
TCGA-BS-A0TD,
TCGA-BS-A0TE,
TCGA-BS-A0TI,
TCGA-BS-A0TJ,
TCGA-BS-A0U7,
TCGA-BS-A0U8,
TCGA-BS-A0U9,
TCGA-BS-A0UA,
TCGA-BS-A0UF,
TCGA-BS-A0UJ,
TCGA-BS-A0UL,
TCGA-BS-A0UM,
TCGA-BS-A0UT,
TCGA-BS-A0UV,
TCGA-BS-A0V4,
TCGA-BS-A0V6,
TCGA-BS-A0V7,
TCGA-BS-A0V8,
TCGA-BS-A0VI,
TCGA-BS-A0WQ,
TCGA-D1-A0ZO,
TCGA-D1-A0ZQ,
TCGA-D1-A0ZR,
TCGA-D1-A0ZS,
TCGA-D1-A0ZU,
TCGA-D1-A0ZV,
TCGA-D1-A0ZZ,
TCGA-D1-A101,
TCGA-D1-A103,
TCGA-D1-A15V,
TCGA-D1-A15X,
TCGA-D1-A161,
TCGA-D1-A163,
TCGA-D1-A165,
TCGA-D1-A168,
TCGA-D1-A16B,
TCGA-D1-A16D,
TCGA-D1-A16E,
TCGA-D1-A16G,
TCGA-D1-A16I,
TCGA-D1-A16J,
TCGA-D1-A16N,
TCGA-D1-A16O,
TCGA-D1-A16Q,
TCGA-D1-A16R,
TCGA-D1-A16S,
TCGA-D1-A16X,
TCGA-D1-A174,
TCGA-D1-A175,
TCGA-D1-A176,
TCGA-D1-A177,
TCGA-D1-A179,
TCGA-D1-A17A,
TCGA-D1-A17B,
TCGA-D1-A17C,
TCGA-D1-A17F,
TCGA-D1-A17H,
TCGA-D1-A17K,
TCGA-D1-A17Q,
TCGA-D1-A17R,
TCGA-D1-A17T,
TCGA-D1-A1NS,
TCGA-D1-A1NU,
TCGA-D1-A1NW,
TCGA-D1-A1NX,
TCGA-D1-A1NY,
TCGA-D1-A1NZ,
TCGA-D1-A1O0,
TCGA-D1-A1O5,
TCGA-D1-A1O8,
TCGA-D1-A2G0,
TCGA-D1-A2G5,
TCGA-D1-A2G7,
TCGA-D1-A3DA,
TCGA-D1-A3DH,
TCGA-D1-A3JQ,
TCGA-DF-A2KN,
TCGA-DF-A2KR,
TCGA-DF-A2KS,
TCGA-DF-A2KV,
TCGA-DF-A2KY,
TCGA-DF-A2KZ,
TCGA-DF-A2L0,
TCGA-DI-A0WH,
TCGA-DI-A1BU,
TCGA-DI-A1BY,
TCGA-DI-A1C3,
TCGA-DI-A1NN,
TCGA-DI-A1NO,
TCGA-DI-A2QT,
TCGA-DI-A2QU,
TCGA-E6-A1LX,
TCGA-E6-A2P8,
TCGA-EC-A1NJ,
TCGA-EC-A1QX,
TCGA-EC-A24G,
TCGA-EO-A1Y5,
TCGA-EO-A1Y7,
TCGA-EO-A1Y8,
TCGA-EO-A22R,
TCGA-EO-A22S,
TCGA-EO-A22T,
TCGA-EO-A22U,
TCGA-EO-A22X,
TCGA-EO-A2CG,
TCGA-EO-A2CH,
TCGA-EO-A3AS,
TCGA-EO-A3AU,
TCGA-EO-A3AV,
TCGA-EO-A3AY,
TCGA-EO-A3AZ,
TCGA-EO-A3B0,
TCGA-EO-A3B1,
TCGA-EO-A3KU,
TCGA-EO-A3KW,
TCGA-EO-A3L0,
TCGA-EY-A1GC,
TCGA-EY-A1GD,
TCGA-EY-A1GE,
TCGA-EY-A1GF,
TCGA-EY-A1GH,
TCGA-EY-A1GI,
TCGA-EY-A1GK,
TCGA-EY-A1GL,
TCGA-EY-A1GM,
TCGA-EY-A1GO,
TCGA-EY-A1GP,
TCGA-EY-A1GQ,
TCGA-EY-A1GR,
TCGA-EY-A1GS,
TCGA-EY-A1GT,
TCGA-EY-A1GU,
TCGA-EY-A1GW,
TCGA-EY-A1GX,
TCGA-EY-A1H0,
TCGA-EY-A212,
TCGA-EY-A214,
TCGA-EY-A215,
TCGA-EY-A2OM,
TCGA-EY-A2ON,
TCGA-EY-A2OO,
TCGA-EY-A2OP,
TCGA-EY-A3L3,
TCGA-EY-A548,
TCGA-EY-A549,
TCGA-EY-A54A,
TCGA-EY-A5W2,
TCGA-EY-A72D,
TCGA-FI-A2CX,
TCGA-FI-A2CY,
TCGA-FI-A2D0,
TCGA-FI-A2D2,
TCGA-FI-A2D4,
TCGA-FI-A2D6,
TCGA-FI-A2EU,
TCGA-FI-A2EX,
TCGA-FI-A2EY,
TCGA-FI-A2F4,
TCGA-FI-A2F8,
TCGA-FI-A3PV,
TCGA-H5-A2HR,
TCGA-K6-A3WQ,
TCGA-PG-A5BC,
TCGA-PG-A6IB,
TCGA-PG-A7D5,
TCGA-PG-A914,
TCGA-PG-A917,
TCGA-QF-A5YS,
TCGA-QF-A5YT,
TCGA-QS-A5YR,
TCGA-QS-A744,
TCGA-QS-A8F1,
TCGA-SJ-A6ZJ,
TCGA-SL-A6J9,
