"train","val"
"TCGA-D3-A8GD","TCGA-ER-A2ND"
"TCGA-D3-A8GE","TCGA-ER-A2NG"
"TCGA-D3-A8GI","TCGA-ER-A2NH"
"TCGA-D3-A8GJ","TCGA-ER-A3ET"
"TCGA-D3-A8GL","TCGA-ER-A42H"
"TCGA-D3-A8GM","TCGA-FR-A728"
"TCGA-D3-A8GN","TCGA-FR-A7UA"
"TCGA-D3-A8GP","TCGA-FS-A1ZA"
"TCGA-D3-A8GR","TCGA-FW-A3TU"
"TCGA-D3-A8GS","TCGA-FW-A3TV"
"TCGA-D3-A8GV","TCGA-GN-A4U5"
"TCGA-D9-A148","TCGA-GN-A9SD"
"TCGA-D9-A149","TCGA-W3-A825"
"TCGA-D9-A1JW","TCGA-W3-AA1Q"
"TCGA-D9-A1JX","TCGA-W3-AA1R"
"TCGA-D9-A1X3","TCGA-W3-AA1W"
"TCGA-D9-A3Z1","TCGA-W3-AA21"
"TCGA-D9-A3Z3","TCGA-WE-A8ZN"
"TCGA-D9-A3Z4","TCGA-WE-A8ZX"
"TCGA-D9-A4Z2","TCGA-WE-A8ZY"
"TCGA-D9-A4Z3","TCGA-XV-AB01"
"TCGA-D9-A4Z5","TCGA-YD-A9TB"
"TCGA-D9-A4Z6","TCGA-YG-AA3P"
"TCGA-D9-A6E9",
"TCGA-D9-A6EA",
"TCGA-D9-A6EG",
"TCGA-DA-A1HW",
"TCGA-DA-A1HY",
"TCGA-DA-A1I0",
"TCGA-DA-A1I1",
"TCGA-DA-A1I5",
"TCGA-DA-A1I8",
"TCGA-DA-A1IC",
"TCGA-DA-A3F3",
"TCGA-DA-A95V",
"TCGA-DA-A95W",
"TCGA-DA-A95X",
"TCGA-DA-A95Y",
"TCGA-EB-A1NK",
"TCGA-EB-A24C",
"TCGA-EB-A24D",
"TCGA-EB-A299",
"TCGA-EB-A3HV",
"TCGA-EB-A3XB",
"TCGA-EB-A3XD",
"TCGA-EB-A3XE",
"TCGA-EB-A3Y6",
"TCGA-EB-A3Y7",
"TCGA-EB-A41A",
"TCGA-EB-A41B",
"TCGA-EB-A42Y",
"TCGA-EB-A44N",
"TCGA-EB-A44O",
"TCGA-EB-A44P",
"TCGA-EB-A44R",
"TCGA-EB-A4IQ",
"TCGA-EB-A4OY",
"TCGA-EB-A4P0",
"TCGA-EB-A4XL",
"TCGA-EB-A553",
"TCGA-EB-A57M",
"TCGA-EB-A5FP",
"TCGA-EB-A5KH",
"TCGA-EB-A5SF",
"TCGA-EB-A5SG",
"TCGA-EB-A5SH",
"TCGA-EB-A5UL",
"TCGA-EB-A5UM",
"TCGA-EB-A5UN",
"TCGA-EB-A5VU",
"TCGA-EB-A5VV",
"TCGA-EB-A6L9",
"TCGA-EB-A6QZ",
"TCGA-EB-A6R0",
"TCGA-EE-A17X",
"TCGA-EE-A17Y",
"TCGA-EE-A180",
"TCGA-EE-A184",
"TCGA-EE-A185",
"TCGA-EE-A20F",
"TCGA-EE-A20H",
"TCGA-EE-A20I",
"TCGA-EE-A29A",
"TCGA-EE-A29B",
"TCGA-EE-A29C",
"TCGA-EE-A29D",
"TCGA-EE-A29E",
"TCGA-EE-A29G",
"TCGA-EE-A29H",
"TCGA-EE-A29L",
"TCGA-EE-A29M",
"TCGA-EE-A29N",
"TCGA-EE-A29P",
"TCGA-EE-A29R",
"TCGA-EE-A29T",
"TCGA-EE-A29V",
"TCGA-EE-A29W",
"TCGA-EE-A2A0",
"TCGA-EE-A2A1",
"TCGA-EE-A2A2",
"TCGA-EE-A2A5",
"TCGA-EE-A2A6",
"TCGA-EE-A2GD",
"TCGA-EE-A2GH",
"TCGA-EE-A2GI",
"TCGA-EE-A2GJ",
"TCGA-EE-A2GK",
"TCGA-EE-A2GL",
"TCGA-EE-A2GM",
"TCGA-EE-A2GN",
"TCGA-EE-A2GO",
"TCGA-EE-A2GP",
"TCGA-EE-A2GR",
"TCGA-EE-A2GS",
"TCGA-EE-A2GT",
"TCGA-EE-A2GU",
"TCGA-EE-A2M5",
"TCGA-EE-A2M7",
"TCGA-EE-A2M8",
"TCGA-EE-A2MC",
"TCGA-EE-A2MD",
"TCGA-EE-A2ME",
"TCGA-EE-A2MF",
"TCGA-EE-A2MG",
"TCGA-EE-A2MH",
"TCGA-EE-A2MI",
"TCGA-EE-A2MJ",
"TCGA-EE-A2MK",
"TCGA-EE-A2ML",
"TCGA-EE-A2MM",
"TCGA-EE-A2MP",
"TCGA-EE-A2MQ",
"TCGA-EE-A2MR",
"TCGA-EE-A2MS",
"TCGA-EE-A2MT",
"TCGA-EE-A3AA",
"TCGA-EE-A3AC",
"TCGA-EE-A3AF",
"TCGA-EE-A3AG",
"TCGA-EE-A3J3",
"TCGA-EE-A3J4",
"TCGA-EE-A3J5",
"TCGA-EE-A3J7",
"TCGA-EE-A3J8",
"TCGA-EE-A3JA",
"TCGA-EE-A3JB",
"TCGA-EE-A3JH",
"TCGA-EE-A3JI",
"TCGA-ER-A193",
"TCGA-ER-A194",
"TCGA-ER-A195",
"TCGA-ER-A196",
"TCGA-ER-A197",
"TCGA-ER-A198",
"TCGA-ER-A19A",
"TCGA-ER-A19B",
"TCGA-ER-A19C",
"TCGA-ER-A19D",
"TCGA-ER-A19E",
"TCGA-ER-A19F",
"TCGA-ER-A19G",
"TCGA-ER-A19H",
"TCGA-ER-A19J",
"TCGA-ER-A19L",
"TCGA-ER-A19M",
"TCGA-ER-A19N",
"TCGA-ER-A19O",
"TCGA-ER-A19P",
"TCGA-ER-A19Q",
"TCGA-ER-A19T",
"TCGA-ER-A19W",
"TCGA-ER-A2NB",
"TCGA-ER-A2NC",
"TCGA-ER-A2NE",
"TCGA-ER-A2NF",
"TCGA-ER-A3ES",
"TCGA-ER-A3EV",
"TCGA-ER-A3PL",
"TCGA-ER-A42K",
"TCGA-ER-A42L",
"TCGA-FR-A2OS",
"TCGA-FR-A3R1",
"TCGA-FR-A3YN",
"TCGA-FR-A3YO",
"TCGA-FR-A44A",
"TCGA-FR-A69P",
"TCGA-FR-A726",
"TCGA-FR-A729",
"TCGA-FR-A7U8",
"TCGA-FR-A7U9",
"TCGA-FR-A8YC",
"TCGA-FR-A8YD",
"TCGA-FR-A8YE",
"TCGA-FS-A1Z7",
"TCGA-FS-A1ZC",
"TCGA-FS-A1ZD",
"TCGA-FS-A1ZE",
"TCGA-FS-A1ZM",
"TCGA-FS-A1ZN",
"TCGA-FS-A1ZP",
"TCGA-FS-A1ZU",
"TCGA-FS-A1ZW",
"TCGA-FW-A3I3",
"TCGA-FW-A3R5",
"TCGA-FW-A5DX",
"TCGA-FW-A5DY",
"TCGA-GF-A2C7",
"TCGA-GF-A3OT",
"TCGA-GF-A4EO",
"TCGA-GF-A6C8",
"TCGA-GF-A6C9",
"TCGA-GF-A769",
"TCGA-GN-A262",
"TCGA-GN-A263",
"TCGA-GN-A264",
"TCGA-GN-A265",
"TCGA-GN-A266",
"TCGA-GN-A267",
"TCGA-GN-A268",
"TCGA-GN-A26A",
"TCGA-GN-A26C",
"TCGA-GN-A26D",
"TCGA-GN-A4U3",
"TCGA-GN-A4U4",
"TCGA-GN-A4U7",
"TCGA-GN-A4U8",
"TCGA-GN-A4U9",
"TCGA-GN-A8LK",
"TCGA-GN-A8LL",
"TCGA-HR-A2OG",
"TCGA-HR-A2OH",
"TCGA-IH-A3EA",
"TCGA-LH-A9QB",
"TCGA-OD-A75X",
"TCGA-QB-A6FS",
"TCGA-QB-AA9O",
"TCGA-RP-A693",
"TCGA-RP-A694",
"TCGA-RP-A695",
"TCGA-RP-A6K9",
"TCGA-W3-A824",
"TCGA-W3-A828",
"TCGA-W3-AA1O",
"TCGA-W3-AA1V",
"TCGA-WE-A8JZ",
"TCGA-WE-A8K1",
"TCGA-WE-A8K5",
"TCGA-WE-A8K6",
"TCGA-WE-A8ZM",
"TCGA-WE-A8ZO",
"TCGA-WE-A8ZQ",
"TCGA-WE-A8ZT",
"TCGA-WE-AA9Y",
"TCGA-WE-AAA0",
"TCGA-WE-AAA3",
"TCGA-WE-AAA4",
"TCGA-YD-A89C",
"TCGA-YD-A9TA",
"TCGA-YG-AA3O",
"TCGA-Z2-A8RT",
"TCGA-Z2-AA3S",
"TCGA-Z2-AA3V",
